population,x,y
19.000000000000000,-89.8291486204,29.5861294250
6.000000000000000,-89.8243909925,29.5784982781
1.000000000000000,-89.3685236417,29.1768725185
1.000000000000000,-89.3732145835,29.1845017867
1.000000000000000,-89.4159961422,29.1930358915
10.000000000000000,-89.3966817226,29.2226488537
3.000000000000000,-89.3918521116,29.2300505287
1.000000000000000,-89.3871572568,29.2224209827
4.000000000000000,-89.3879674714,29.1322268847
1.000000000000000,-89.3449408565,29.1537572360
1.000000000000000,-89.4541001255,29.1939302124
1.000000000000000,-89.4636283362,29.1941521557
1.000000000000000,-89.4304777310,29.1708196041
1.000000000000000,-89.4672076035,29.3370968585
45.000000000000000,-89.4767488689,29.3373241885
10.000000000000000,-89.4623745360,29.3444990699
12.000000000000000,-89.4719159758,29.3447270643
61.000000000000000,-89.5100906019,29.3456324532
113.000000000000000,-89.5243509845,29.3534874227
88.000000000000000,-89.5196364732,29.3458571522
32.000000000000000,-89.5148040519,29.3532627192
4.000000000000000,-89.4911233349,29.3301466900
67.000000000000000,-89.5053779841,29.3380022261
1.000000000000000,-89.4910015162,29.3451810769
75.000000000000000,-89.4862910210,29.3375508599
55.000000000000000,-89.5005456161,29.3454070947
150.000000000000000,-89.4958340596,29.3377768725
3.000000000000000,-89.4622489765,29.3595309249
1.000000000000000,-89.4574148704,29.3669319091
1.000000000000000,-89.4813352156,29.3599875952
81.000000000000000,-89.6099939113,29.4006042865
13.000000000000000,-89.6098874415,29.4156446467
2.000000000000000,-89.6051609579,29.4080140730
2.000000000000000,-89.6194481676,29.4158654018
46.000000000000000,-89.6147206224,29.4082348272
21.000000000000000,-89.5909865100,29.3851225586
83.000000000000000,-89.6052680341,29.3929737801
20.000000000000000,-89.6005429906,29.3853433085
1.000000000000000,-89.6004353082,29.4003835335
3.000000000000000,-89.5957104923,29.3927530285
28.000000000000000,-89.6193429113,29.4309058947
51.000000000000000,-89.6146147593,29.4232752541
12.000000000000000,-89.6145088686,29.4383151478
36.000000000000000,-89.6097809440,29.4306844748
42.000000000000000,-89.5338988021,29.3537114662
12.000000000000000,-89.5291832296,29.3460811916
9.000000000000000,-89.5434475043,29.3539348497
1.000000000000000,-89.5387308707,29.3463045712
1.000000000000000,-89.5768195636,29.3622313629
5.000000000000000,-89.5480505149,29.3766025168
1.000000000000000,-89.5576024010,29.3768259105
13.000000000000000,-89.5290663281,29.3611177314
1.000000000000000,-89.5433324445,29.3689721292
39.000000000000000,-89.5386152070,29.3613417789
3.000000000000000,-89.5337825042,29.3687480781
109.000000000000000,-89.5719875703,29.3696403180
14.000000000000000,-89.5862633613,29.3774921240
2.000000000000000,-89.5815410458,29.3698617253
19.000000000000000,-89.5767088246,29.3772707143
11.000000000000000,-89.5672671491,29.3620099582
1.000000000000000,-89.5528832692,29.3691955197
127.000000000000000,-89.5481649704,29.3615651660
31.000000000000000,-89.5624349780,29.3694182494
20.000000000000000,-89.5577156179,29.3617878925
1.000000000000000,-89.5094934087,29.4208032054
1.000000000000000,-89.5191637321,29.4059974845
1.000000000000000,-89.5190454699,29.4210312467
3.000000000000000,-89.3394069555,29.2362990401
1.000000000000000,-89.3774972899,29.2372223779
6.000000000000000,-89.3870220982,29.2374515769
2.000000000000000,-89.3584503421,29.2367620170
22.000000000000000,-89.3679733710,29.2369925246
2.000000000000000,-89.3486479282,29.2665851274
4.000000000000000,-89.3628659961,29.2744474035
9.000000000000000,-89.3581725293,29.2668176383
56.000000000000000,-89.3580335687,29.2818446836
46.000000000000000,-89.3533403337,29.2742148827
2.000000000000000,-89.3439563522,29.2589554182
3.000000000000000,-89.3678357140,29.2520212640
20.000000000000000,-89.3631426134,29.2443916172
10.000000000000000,-89.3534798920,29.2591879189
4.000000000000000,-89.3487880841,29.2515582458
23.000000000000000,-89.3630043227,29.2594197653
24.000000000000000,-89.3583114538,29.2517900821
1.000000000000000,-89.4818273715,29.2998516907
1.000000000000000,-89.4720402668,29.3296940171
5.000000000000000,-89.4815813576,29.3299206828
1.000000000000000,-89.4393602226,29.2462174225
1.000000000000000,-89.4154703592,29.2531673520
1.000000000000000,-89.3335810240,29.3488682292
1.000000000000000,-89.3342916827,29.2737478771
1.000000000000000,-89.3341496248,29.2887729792
1.000000000000000,-89.3099777468,29.3257401337
1.000000000000000,-89.2910762034,29.3102417346
1.000000000000000,-89.3005991431,29.3104801988
1.000000000000000,-89.3293160531,29.2961676708
1.000000000000000,-89.3291733239,29.3111916638
30.000000000000000,-89.4004436106,29.3354871238
134.000000000000000,-89.4146806584,29.3433492246
69.000000000000000,-89.4099786570,29.3357190586
1.000000000000000,-89.4003100394,29.3505148750
1.000000000000000,-89.3956093314,29.3428846826
1.000000000000000,-89.4575410643,29.3519006510
33.000000000000000,-89.4384605003,29.3514413577
2.000000000000000,-89.4527071884,29.3593016014
101.000000000000000,-89.4242176564,29.3435805094
25.000000000000000,-89.4193834909,29.3509794319
1.000000000000000,-89.4336262771,29.3588409788
31.000000000000000,-89.4289215510,29.3512107238
8.000000000000000,-89.3675602925,29.2820772141
14.000000000000000,-89.3674225280,29.2971044207
22.000000000000000,-89.3627276334,29.2894745297
21.000000000000000,-89.3769513749,29.2973369698
30.000000000000000,-89.3722554187,29.2897070697
76.000000000000000,-89.3957435023,29.3278570074
49.000000000000000,-89.3910442247,29.3202269333
1.000000000000000,-89.3862104081,29.3276244236
1.000000000000000,-89.3625892348,29.3045011420
3.000000000000000,-89.3768148074,29.3123643351
2.000000000000000,-89.3721182526,29.3047343559
11.000000000000000,-89.4052774867,29.3280889343
6.000000000000000,-89.4005771472,29.3204588522
73.000000000000000,-89.3863457777,29.3125969021
53.000000000000000,-89.3816481612,29.3049669141
1.000000000000000,-89.6727852852,29.3042197891
1.000000000000000,-89.6726870522,29.3192678762
1.000000000000000,-89.6725887936,29.3343154441
1.000000000000000,-89.7871953255,29.3669346461
1.000000000000000,-89.7586569556,29.3362067307
1.000000000000000,-89.7871119053,29.3819885754
1.000000000000000,-89.7823673263,29.3743581881
1.000000000000000,-89.7444407471,29.3133162552
1.000000000000000,-89.7156603403,29.3277425942
1.000000000000000,-89.7108325448,29.3351626488
1.000000000000000,-89.6918046912,29.3196914786
1.000000000000000,-89.7013648268,29.3199022861
1.000000000000000,-89.7347871118,29.3281608932
1.000000000000000,-89.7490903226,29.3359992419
1.000000000000000,-89.7443518110,29.3283690475
1.000000000000000,-89.7348772900,29.3131087618
1.000000000000000,-89.6338425970,29.4086743465
1.000000000000000,-89.6579003860,29.3866538959
1.000000000000000,-89.6530689667,29.3940675977
